,Model,PET_Model,Rain_ForcingTotal,Rain_Input,QOutSim,QOutObs,PotET,ActualET,Qsim_Qobs,PotET_ActualET,AridityNG,Aridity_year,AridityCAMELS,Lat,Long,diff_Q,Aridity_ratio,Aridity_ratio_year,diff_A,NCat,N_Nexus,A_Best1
01078000,PET_5_CFE,PET_5,7.914070919918535,7.916733005715727,1.0282636402754457,3.941024666568363,10.308590979311527,6.834530738377333,0.2609127643879488,1.5083099884863511,1.3021268965201838,1.302126896520179,0.613026372714384,43.52505243900643,-71.80667701951651,0.7390872356120513,2.124096049497139,2.1240960494971315,1.124096049497139,24,9.0,PET_4
01123000,NOAH_CFE,NOAH,7.741287715536873,7.3996601118472825,3.831858088084671,3.6677895419487245,3.665521958150912,3.4405586237147916,1.0447322683756757,1.0653857001259948,0.49536355761559914,0.4953635576155965,0.603082478614581,41.72174889952249,-72.03336706663464,0.04473226837567568,0.8213860876103763,0.8213860876103719,0.17861391238962365,6,4.0,PET_2
01123000,PET_1_CFE,PET_1,7.741287715536873,7.741290502881555,1.119163828487413,3.6677895419487245,9.53649263364842,6.553703684068651,0.30513305512420236,1.4551302734102258,1.2318995947896068,1.2318995947896065,0.603082478614581,41.72174889952249,-72.03336706663464,0.6948669448757976,2.0426718375562216,2.042671837556221,1.0426718375562216,6,4.0,PET_2
01123000,PET_2_CFE,PET_2,7.741287715536873,7.741290502881555,3.1370824408751554,3.6677895419487245,4.828372103674308,4.4748609327241615,0.8553060106083403,1.0789993647321996,0.6237166919232696,0.6237166919232714,0.603082478614581,41.72174889952249,-72.03336706663464,0.14469398939165967,1.034214579332648,1.0342145793326512,0.03421457933264804,6,4.0,PET_2
01123000,PET_3_CFE,PET_3,7.741287715536873,7.741290502881555,1.8284969646990663,3.6677895419487245,7.548311681224141,5.816997752256228,0.4985283217006971,1.29763015264986,0.9750714920741469,0.975071492074152,0.603082478614581,41.72174889952249,-72.03336706663464,0.501471678299303,1.6168128351433955,1.6168128351434041,0.6168128351433955,6,4.0,PET_2
01123000,PET_4_CFE,PET_4,7.741287715536873,7.741290502881555,1.7542513558133188,3.6677895419487245,8.165663928624936,5.9022575843790115,0.4782857183461164,1.3834814580502695,1.0548194678374898,1.0548194678374816,0.603082478614581,41.72174889952249,-72.03336706663464,0.5217142816538836,1.749046780899111,1.7490467808990975,0.749046780899111,6,4.0,PET_2
01123000,PET_5_CFE,PET_5,7.741287715536873,7.741290502881555,0.6802745733271186,3.6677895419487245,11.141236119591856,7.008919245732753,0.18547263018959467,1.5895797524525603,1.439196231615999,1.4391962316159894,0.603082478614581,41.72174889952249,-72.03336706663464,0.8145273698104053,2.3864003393402564,2.3864003393402404,1.3864003393402564,6,4.0,PET_2
01134500,,,,,,,,,,,,,,,,,,,,22,11.0,
01137500,,,,,,,,,,,,,,,,,,,,24,10.0,
01139000,,,,,,,,,,,,,,,,,,,,29,15.0,
01139800,,,,,,,,,,,,,,,,,,,,3,2.0,
01142500,,,,,,,,,,,,,,,,,,,,9,4.0,
01144000,,,,,,,,,,,,,,,,,,,,217,75.0,
01162500,,,,,,,,,,,,,,,,,,,,9,7.0,
01169000,,,,,,,,,,,,,,,,,,,,30,14.0,
01170100,,,,,,,,,,,,,,,,,,,,13,5.0,
01181000,,,,,,,,,,,,,,,,,,,,30,13.0,
01187300,,,,,,,,,,,,,,,,,,,,8,3.0,
01195100,NOAH_CFE,NOAH,7.634469634479892,7.301055579932966,4.1895093044501435,3.250493379010002,3.572264344096159,3.088978066965493,1.2888841218701808,1.1564550691696653,0.4892805300530197,0.4892805300530264,0.639240948040801,41.33269760079353,-72.53740412431561,0.28888412187018075,0.7654086171303754,0.765408617130386,0.23459138286962455,3,2.0,PET_4
01195100,PET_1_CFE,PET_1,7.634469634479892,7.63447275869623,2.3122781382895137,3.250493379010002,10.27515513316557,5.308220171870244,0.7113622052642854,1.9357062820446893,1.3458892916293936,1.3458892916293967,0.639240948040801,41.33269760079353,-72.53740412431561,0.2886377947357146,2.105449120170395,2.1054491201704,1.105449120170395,3,2.0,PET_4
01195100,PET_2_CFE,PET_2,7.634469634479892,7.63447275869623,3.684373265085335,3.250493379010002,4.389919805802161,3.935631174580293,1.1334812397641243,1.1154296759706692,0.5750128325235973,0.5750128325236011,0.639240948040801,41.33269760079353,-72.53740412431561,0.1334812397641243,0.8995244035694906,0.8995244035694967,0.1004755964305094,3,2.0,PET_4
01195100,PET_3_CFE,PET_3,7.634469634479892,7.63447275869623,2.547931997589733,3.250493379010002,8.9692633106662,5.07044892629259,0.7838600792245739,1.768928834714512,1.1748372931777828,1.1748372931777815,0.639240948040801,41.33269760079353,-72.53740412431561,0.2161399207754261,1.8378630104634601,1.8378630104634581,0.8378630104634601,3,2.0,PET_4
01195100,PET_4_CFE,PET_4,7.634469634479892,7.63447275869623,2.7191162272387315,3.250493379010002,8.81702779863462,4.899372541743477,0.8365241550090123,1.7996238749986986,1.154896752836189,1.1548967528361946,0.639240948040801,41.33269760079353,-72.53740412431561,0.16347584499098766,1.8066689194048238,1.8066689194048324,0.8066689194048238,3,2.0,PET_4
01195100,PET_5_CFE,PET_5,7.634469634479892,7.63447275869623,2.167397143558712,3.250493379010002,11.786367733847353,5.454022082173228,0.6667902040824438,2.1610414399259117,1.5438351941752373,1.5438351941752446,0.639240948040801,41.33269760079353,-72.53740412431561,0.3332097959175562,2.415106852755463,2.4151068527554744,1.4151068527554629,3,2.0,PET_4
01333000,,,,,,,,,,,,,,,,,,,,8,5.0,
01350000,,,,,,,,,,,,,,,,,,,,28,18.0,
01350080,,,,,,,,,,,,,,,,,,,,4,3.0,
01350140,,,,,,,,,,,,,,,,,,,,3,3.0,
01365000,,,,,,,,,,,,,,,,,,,,8,4.0,
01411300,,,,,,,,,,,,,,,,,,,,9,5.0,
01413500,,,,,,,,,,,,,,,,,,,,20,12.0,
01414500,,,,,,,,,,,,,,,,,,,,2,1.0,
01415000,NOAH_CFE,NOAH,7.89188608481952,7.4659052913747646,5.347933246676712,3.7259035782360685,2.1669030173051973,2.1345888763607617,1.435338605624505,1.0151383441103317,0.2902398212589951,0.290239821258996,0.593013196113873,42.149502038254596,-74.79395856864917,0.435338605624505,0.4894323147629618,0.4894323147629633,0.5105676852370382,6,3.0,PET_3
01415000,PET_1_CFE,PET_1,7.89188608481952,7.891894326840961,1.4242345823311962,3.7259035782360685,8.188835849240569,6.443481603566293,0.38225213090604526,1.2708713011158856,1.0376261402018125,1.0376261402018132,0.593013196113873,42.149502038254596,-74.79395856864917,0.6177478690939547,1.7497521927025768,1.7497521927025779,0.7497521927025768,6,3.0,PET_3
01415000,PET_2_CFE,PET_2,7.89188608481952,7.891894326840961,4.129026227115351,3.7259035782360685,3.8428508406592603,3.7633043082871955,1.1081946004276715,1.0211374169760588,0.4869364288862078,0.4869364288862047,0.593013196113873,42.149502038254596,-74.79395856864917,0.10819460042767148,0.8211224169667619,0.8211224169667567,0.17887758303323809,6,3.0,PET_3
01415000,PET_3_CFE,PET_3,7.89188608481952,7.891894326840961,2.4180102683319538,3.7259035782360685,6.227834107668276,5.420006818411354,0.6489728511645214,1.1490454378235824,0.7891431194772738,0.7891431194772764,0.593013196113873,42.149502038254596,-74.79395856864917,0.3510271488354786,1.3307345007643625,1.330734500764367,0.3307345007643625,6,3.0,PET_3
01415000,PET_4_CFE,PET_4,7.89188608481952,7.891894326840961,2.207374216530111,3.7259035782360685,6.800680033377597,5.644932832372891,0.5924399733326257,1.2047406471121604,0.8617297383529253,0.8617297383529221,0.593013196113873,42.149502038254596,-74.79395856864917,0.40756002666737434,1.4531375423009172,1.4531375423009119,0.4531375423009172,6,3.0,PET_3
01415000,PET_5_CFE,PET_5,7.89188608481952,7.891894326840961,0.8808669893968547,3.7259035782360685,9.522259692733805,7.001926069677374,0.2364170115786727,1.3599486195621255,1.2065873285134903,1.2065873285134858,0.593013196113873,42.149502038254596,-74.79395856864917,0.7635829884213273,2.034671970911413,2.0346719709114054,1.034671970911413,6,3.0,PET_3
01423000,NOAH_CFE,NOAH,7.813198832819232,7.378643369527922,5.223750821976272,4.330778276836278,2.1926738008322118,2.1497580289094453,1.2061921641004278,1.019963070887814,0.29716489753217284,0.2971648975321719,0.601215979319906,42.30333735125708,-75.02353139386831,0.20619216410042784,0.494273119400993,0.49427311940099145,0.505726880599007,71,35.0,PET_3
01423000,PET_1_CFE,PET_1,7.813198832819232,7.800603990895214,1.502160813029007,4.330778276836278,8.308923049814537,6.253674825270261,0.34685701206720887,1.3286464809841556,1.0651640641561382,1.0651640641561289,0.601215979319906,42.30333735125708,-75.02353139386831,0.6531429879327911,1.7716828906660949,1.7716828906660793,0.7716828906660949,71,35.0,PET_3
01423000,PET_2_CFE,PET_2,7.813198832819232,7.800603990895214,4.168076644622113,4.330778276836278,3.7099401203918276,3.6131211580666025,0.9624313179262962,1.026796489264986,0.4755965210799103,0.4755965210799037,0.601215979319906,42.30333735125708,-75.02353139386831,0.037568682073703785,0.7910576854891712,0.7910576854891602,0.20894231451082879,71,35.0,PET_3
